"protein","RNA","corr.coef","conf.level","conf.low","conf.high","statistic","p.value","method","n.obs","factor","fact_lvl"
"CD112","CD112 RNA (ENSG00000130202_NECTIN2)",0.23737378194853,0.95,0.221352601943897,0.253266860916384,367097932396.397,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"integrinB7","integrinB7 RNA (ENSG00000139626_ITGB7)",0.194113796739725,0.95,0.177787697181191,0.210333069361028,387921568864.373,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD18","CD18 RNA (ENSG00000160255_ITGB2)",0.0719895713695989,0.95,0.0551470330125948,0.0887911540688334,446707314184.578,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD49b","CD49b RNA (ENSG00000164171_ITGA2)",0.103678434616245,0.95,0.0869211520708421,0.12037706332498,431453555655.847,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD26","CD26 RNA (ENSG00000197635_DPP4)",0.00827905956546269,0.95,-0.00863181879327015,0.0251852036707509,477375020856.1,"0.323193175818314","Spearman correlation",14241,"cell_type","EryP"
"CD224","CD224 RNA (ENSG00000100031_GGT1)",0.166727301187803,0.95,0.150241206830781,0.183120698275159,401104338686.24,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD35","CD35 RNA (ENSG00000203710_CR1)",0.0304779571105161,0.95,0.0135752834969631,0.047363217362425,466689354408.531,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD47","CD47 RNA (ENSG00000196776_CD47)",0.162367863034423,0.95,0.145858660735932,0.178786658650814,403202798842.258,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD49f","CD49f RNA (ENSG00000091409_ITGA6)",0.0787225291437683,0.95,0.0618952524325686,0.0955050654135252,443466336075.898,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD4","CD4 RNA (ENSG00000010610_CD4)",0.151866650000959,0.95,0.135304443895226,0.168344010007767,408257665172.566,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD62P","CD62P RNA (ENSG00000174175_SELP)",0.180459271907477,0.95,0.164050202265731,0.196768501439262,394494314090.18,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD49d","CD49d RNA (ENSG00000115232_ITGA4)",0.012696292807524,0.95,-0.00421428189437284,0.0295996080013145,475248740442.85,"0.129760107417558","Spearman correlation",14241,"cell_type","EryP"
"CD244","CD244 RNA (ENSG00000122223_CD244)",0.128738434884352,0.95,0.112072738831603,0.145331728629291,419390668140.938,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD72","CD72 RNA (ENSG00000137101_CD72)",0.00650878764594397,0.95,-0.0104020271534635,0.0234158803973839,478227159356,"0.437353182576489","Spearman correlation",14241,"cell_type","EryP"
"CD86","CD86 RNA (ENSG00000114013_CD86)",0.00340508280366053,0.95,-0.0135053647565991,0.0203135831085947,479721159435.464,"0.684512402099345","Spearman correlation",14241,"cell_type","EryP"
"CD39","CD39 RNA (ENSG00000138185_ENTPD1)",0.00271798205538538,0.95,-0.0141923401643233,0.0196267499436438,480051902410.292,"0.745692514356209","Spearman correlation",14241,"cell_type","EryP"
"CD95","CD95 RNA (ENSG00000026103_FAS)",0.0805953193291024,0.95,0.0637725612050444,0.0973722863953379,442564849359.896,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD142","CD142 RNA (ENSG00000117525_F3)",0.0155047191606546,0.95,-0.00140531922270233,0.032405892931111,473896875685.098,"0.0642826107858089","Spearman correlation",14241,"cell_type","EryP"
"CD22","CD22 RNA (ENSG00000012124_CD22)",0.0105359094209126,0.95,-0.00637489625984942,0.0274406905589695,476288663088.619,"0.208668827291687","Spearman correlation",14241,"cell_type","EryP"
"CD103","CD103 RNA (ENSG00000083457_ITGAE)",0.0376506299897173,0.95,0.02075417339886,0.0545255856824816,463236714935.372,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD54","CD54 RNA (ENSG00000090339_ICAM1)",0.0286015376310123,0.95,0.0116975251148087,0.0454892070516222,467592588122.413,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD40","CD40 RNA (ENSG00000101017_CD40)",0.0754628705202192,0.95,0.0586280129899041,0.0922548184902865,445035406103.52,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD64","CD64 RNA (ENSG00000150337_FCGR1A)",0.00624715203097775,0.95,-0.010663644384606,0.0231543760029103,478353100336.026,"0.455999816872393","Spearman correlation",14241,"cell_type","EryP"
"CD11c","CD11c RNA (ENSG00000140678_ITGAX)",0.0263557178360973,0.95,0.00945025956289427,0.0432461144293001,468673636457.408,"0.0016583308494765","Spearman correlation",14241,"cell_type","EryP"
"CD105","CD105 RNA (ENSG00000106991_ENG)",0.156051576627028,0.95,0.139510043092564,0.172506040960661,406243207925.626,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD155","CD155 RNA (ENSG00000073008_PVR)",0.0427068678247038,0.95,0.0258158410304446,0.0595735162086985,460802843123.739,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD7","CD7 RNA (ENSG00000173762_CD7)",0.0896069370315118,0.95,0.072807586877613,0.10635545466008,438227014982.062,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD223","CD223 RNA (ENSG00000089692_LAG3)",0.00833210070520951,0.95,-0.00857877792238081,0.0252382147527887,477349488960.825,"0.320102766396708","Spearman correlation",14241,"cell_type","EryP"
"CD101","CD101 RNA (ENSG00000134256_CD101)",-0.00686324883979377,0.95,-0.0237701601245892,0.0100475871728822,484663925926.11,"0.412804620546924","Spearman correlation",14241,"cell_type","EryP"
"CD42b","CD42b RNA (ENSG00000185245_GP1BA)",0.0527555172300572,0.95,0.035877853150099,0.0696030957501059,455965822925.946,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD304","CD304 RNA (ENSG00000099250_NRP1)",0.00431324878183851,0.95,-0.0125973399500841,0.0212213709253438,479284004450.531,"0.606775528421764","Spearman correlation",14241,"cell_type","EryP"
"CD127","CD127 RNA (ENSG00000168685_IL7R)",0.0329048011120135,0.95,0.0160040359696752,0.0497867692265047,465521168219.661,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD124","CD124 RNA (ENSG00000077238_IL4R)",0.0578843477642668,0.95,0.0410148233500555,0.0747208805139415,453497007875.854,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD192","CD192 RNA (ENSG00000121807_CCR2)",-0.00798984662294829,0.95,-0.0248961529487505,0.00892102859579837,485206225295.118,"0.340384832887625","Spearman correlation",14241,"cell_type","EryP"
"CD115","CD115 RNA (ENSG00000182578_CSF1R)",-0.00536407316464044,0.95,-0.0222717229517496,0.011546644107535,483942282376.989,"0.522124730354165","Spearman correlation",14241,"cell_type","EryP"
"CD56","CD56 RNA (ENSG00000149294_NCAM1)",0.00569848062532573,0.95,-0.0112122697197623,0.0226059722640104,478617208930.528,"0.496518529977161","Spearman correlation",14241,"cell_type","EryP"
"CD58","CD58 RNA (ENSG00000116815_CD58)",0.0665563828059076,0.95,0.0497026505410753,0.0833722217708058,449322635086.011,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD69","CD69 RNA (ENSG00000110848_CD69)",0.0776075238992813,0.95,0.0607776134947861,0.0943933198202658,444003055257.817,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD93","CD93 RNA (ENSG00000125810_CD93)",0.0166651772482936,0.95,-0.000244561607022484,0.0335653883702207,473338277312.105,"0.0467328386928571","Spearman correlation",14241,"cell_type","EryP"
"CD29","CD29 RNA (ENSG00000150093_ITGB1)",0.0204305169255712,0.95,0.00352206376734829,0.0373272912803604,471525792535.709,"0.0147634764250444","Spearman correlation",14241,"cell_type","EryP"
"CD134","CD134 RNA (ENSG00000186827_TNFRSF4)",0.051331384184043,0.95,0.0344516181398941,0.0681818724765796,456651343937.779,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD119","CD119 RNA (ENSG00000027697_IFNGR1)",0.0215859059531562,0.95,0.00467794351465987,0.0384815297262277,470969634206.635,"0.00999384013466678","Spearman correlation",14241,"cell_type","EryP"
"CD25","CD25 RNA (ENSG00000134460_IL2RA)",0.00313832475932325,0.95,-0.0137720760349092,0.0200469308452866,479849566149.276,"0.708045665856791","Spearman correlation",14241,"cell_type","EryP"
"CD14","CD14 RNA (ENSG00000170458_CD14)",-0.00116452795203369,0.95,-0.0180738419830618,0.0157454520412038,481920788323.857,"0.88948368458023","Spearman correlation",14241,"cell_type","EryP"
"CD45RO","CD45RO RNA (ENSG00000081237_PTPRC)",-0.0303056971404815,0.95,-0.0471911835151266,-0.0134028956422731,495948188252.522,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"HLA-E","HLA-E RNA (ENSG00000204592_HLA-E)",0.0240510871619521,0.95,0.00714432279185724,0.0409441052975417,469782994010.808,"0.00410062282584937","Spearman correlation",14241,"cell_type","EryP"
"CD352","CD352 RNA (ENSG00000162739_SLAMF6)",0.0454319203555507,0.95,0.0285441791636576,0.0622937338308142,459491111208.33,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD141","CD141 RNA (ENSG00000178726_THBD)",0.013683085416296,0.95,-0.00322733124938557,0.0305856785475326,474773737724.861,"0.102508301946548","Spearman correlation",14241,"cell_type","EryP"
"CD79b","CD79b RNA (ENSG00000007312_CD79B)",0.00956610345584476,0.95,-0.00734475456630597,0.0264714913738195,476755489111.873,"0.253660585414281","Spearman correlation",14241,"cell_type","EryP"
"CD2","CD2 RNA (ENSG00000116824_CD2)",0.0794539762923513,0.95,0.0626284502153557,0.0962343514794789,443114246507.58,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD226","CD226 RNA (ENSG00000150637_CD226)",-0.00403675746538745,0.95,-0.0209449976921024,0.0128737912398533,483303365385.545,"0.630027035185332","Spearman correlation",14241,"cell_type","EryP"
"CD328","CD328 RNA (ENSG00000168995_SIGLEC7)",-0.00160831882842958,0.95,-0.0185174851615085,0.0153017672577912,482134411602.581,"0.847810301383219","Spearman correlation",14241,"cell_type","EryP"
"CD20","CD20 RNA (ENSG00000156738_MS4A1)",0.0163164887670894,0.95,-0.000593344877791212,0.0332169939217706,473506122079.923,"0.0515230274620246","Spearman correlation",14241,"cell_type","EryP"
"CD107a","CD107a RNA (ENSG00000185896_LAMP1)",0.0545573422648057,0.95,0.0376824361328292,0.0714011413182593,455098496011.214,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD11b","CD11b RNA (ENSG00000169896_ITGAM)",0.0109974602523714,0.95,-0.00591330934408342,0.0279019414490387,476066490873.825,"0.189414321427587","Spearman correlation",14241,"cell_type","EryP"
"CD49a","CD49a RNA (ENSG00000213949_ITGA1)",-0.000402678446608321,0.95,-0.0173122305020753,0.0165071038901049,481554064270.03,"0.961676647412897","Spearman correlation",14241,"cell_type","EryP"
"CD278","CD278 RNA (ENSG00000163600_ICOS)",0.0114626125617829,0.95,-0.00544811337776585,0.0283667841937181,475842585050.772,"0.171367390145329","Spearman correlation",14241,"cell_type","EryP"
"CD83","CD83 RNA (ENSG00000112149_CD83)",0.0116176258930446,0.95,-0.00529308387165066,0.0285216927374593,475767967797.847,"0.165648556189685","Spearman correlation",14241,"cell_type","EryP"
"CD195","CD195 RNA (ENSG00000160791_CCR5)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",14241,"cell_type","EryP"
"CD274","CD274 RNA (ENSG00000120217_CD274)",0.00976054529625961,0.95,-0.00715030478158722,0.0266658141048643,476661892542.678,"0.244137766969273","Spearman correlation",14241,"cell_type","EryP"
"CD270","CD270 RNA (ENSG00000157873_TNFRSF14)",0.021477063636599,0.95,0.00456905304264648,0.0383727977226586,471022026569.262,"0.0103757040857055","Spearman correlation",14241,"cell_type","EryP"
"CD335","CD335 RNA (ENSG00000189430_NCR1)",0.00559797307702366,0.95,-0.0113127677253862,0.0225055126451716,478665589267.184,"0.504143542921536","Spearman correlation",14241,"cell_type","EryP"
"CD154","CD154 RNA (ENSG00000102245_CD40LG)",0.0195109888785597,0.95,0.00260217746314339,0.0364086467154974,471968416768.719,"0.0198922533789097","Spearman correlation",14241,"cell_type","EryP"
"CD172a","CD172a RNA (ENSG00000198053_SIRPA)",0.00654022247297504,0.95,-0.0103705943794116,0.023447299302933,478212027880.402,"0.435142752904928","Spearman correlation",14241,"cell_type","EryP"
"CD27","CD27 RNA (ENSG00000139193_CD27)",0.00787970655421933,0.95,-0.00903116672487718,0.0247860739147055,477567253513.794,"0.347083162908274","Spearman correlation",14241,"cell_type","EryP"
"CD122","CD122 RNA (ENSG00000100385_IL2RB)",0.0134750514175224,0.95,-0.00343540130566433,0.03037779950968,474873877018.542,"0.107838241914923","Spearman correlation",14241,"cell_type","EryP"
"IgD","IgD RNA (ENSG00000211898_IGHD)",-0.00834909774127112,0.95,-0.0252552021367401,0.00856178095234188,485379154496.378,"0.319116545728983","Spearman correlation",14241,"cell_type","EryP"
"CD163","CD163 RNA (ENSG00000177575_CD163)",-0.00742139949333916,0.95,-0.0243280164246637,0.00948946130878347,484932597453.566,"0.375848168298049","Spearman correlation",14241,"cell_type","EryP"
"CD268","CD268 RNA (ENSG00000159958_TNFRSF13C)",0.00671660150062764,0.95,-0.0101942262510714,0.0236235883766319,478127126030.929,"0.422860321057248","Spearman correlation",14241,"cell_type","EryP"
"CD161","CD161 RNA (ENSG00000111796_KLRB1)",0.0132175887083806,0.95,-0.00369290661215022,0.0301205265554204,474997809327.657,"0.114735683830616","Spearman correlation",14241,"cell_type","EryP"
"CD146","CD146 RNA (ENSG00000076706_MCAM)",-0.000456607626829658,0.95,-0.0173661434785805,0.0164531893468395,481580023632.672,"0.956548924155537","Spearman correlation",14241,"cell_type","EryP"
"CD21","CD21 RNA (ENSG00000117322_CR2)",0.00379924198828217,0.95,-0.0131112702684293,0.0207075815891087,479531426879.352,"0.650298971323071","Spearman correlation",14241,"cell_type","EryP"
"CD19","CD19 RNA (ENSG00000177455_CD19)",0.013917701574891,0.95,-0.00299267266909513,0.0308201181902194,474660802836.592,"0.0967510577091528","Spearman correlation",14241,"cell_type","EryP"
"CD303","CD303 RNA (ENSG00000198178_CLEC4C)",0.000144431194268367,0.95,-0.0167652796885109,0.0170540594806227,481290707446.981,"0.986249715393308","Spearman correlation",14241,"cell_type","EryP"
"CD94","CD94 RNA (ENSG00000134539_KLRD1)",-0.00786357333428825,0.95,-0.0247699496006563,0.00904729962623775,485145442355.735,"0.348071324551684","Spearman correlation",14241,"cell_type","EryP"
"CD23","CD23 RNA (ENSG00000104921_FCER2)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",14241,"cell_type","EryP"
"CD85j","CD85j RNA (ENSG00000104972_LILRB1)",0.0133343799520346,0.95,-0.0035760963232428,0.0302372319992657,474941590667.647,"0.111564999725056","Spearman correlation",14241,"cell_type","EryP"
"CD185","CD185 RNA (ENSG00000160683_CXCR5)",-0.00195012234302747,0.95,-0.0188591703816443,0.01496004091537,482298942221.284,"0.815995198204079","Spearman correlation",14241,"cell_type","EryP"
"CD3","CD3 RNA (ENSG00000167286_CD3D)",0.00641696789846776,0.95,-0.0104938407128994,0.0233241069646042,478271357730.844,"0.443846631533644","Spearman correlation",14241,"cell_type","EryP"
"CD319","CD319 RNA (ENSG00000026751_SLAMF7)",-0.00443357851943055,0.95,-0.0213416484657961,0.0124770268248379,483494379259.738,"0.596777576376688","Spearman correlation",14241,"cell_type","EryP"
"CX3CR1","CX3CR1 RNA (ENSG00000168329_CX3CR1)",-0.00585341492128489,0.95,-0.0227608320069473,0.0110573494647913,484177832037.946,"0.484885934343692","Spearman correlation",14241,"cell_type","EryP"
"CD194","CD194 RNA (ENSG00000183813_CCR4)",-0.01075193671767,0.95,-0.0276565783653192,0.00615885297107325,486535785620.825,"0.199487195682635","Spearman correlation",14241,"cell_type","EryP"
"CD1d","CD1d RNA (ENSG00000158473_CD1D)",0.00790015640107291,0.95,-0.00901071726917941,0.0248065124601651,477557409770.791,"0.345833175490919","Spearman correlation",14241,"cell_type","EryP"
"CD137","CD137 RNA (ENSG00000049249_TNFRSF9)",-0.00211049156595314,0.95,-0.0190194827412666,0.0147997065389754,482376137587.458,"0.801168541791591","Spearman correlation",14241,"cell_type","EryP"
"CD24","CD24 RNA (ENSG00000272398_CD24)",-0.0124882989447525,0.95,-0.0293917621349861,0.00442230486389894,487371601343.345,"0.13616463816968","Spearman correlation",14241,"cell_type","EryP"
"CD45RA","CD45RA RNA (ENSG00000081237_PTPRC)",0.0369796877763816,0.95,0.0200825757612729,0.0538556809853425,463559679834.091,"< 0.001","Spearman correlation",14241,"cell_type","EryP"
"CD88","CD88 RNA (ENSG00000197405_C5AR1)",-0.00429102770656492,0.95,-0.0211991594356852,0.0126195579040256,483425760967.544,"0.608629988389387","Spearman correlation",14241,"cell_type","EryP"
"IgM","IgM RNA (ENSG00000211899_IGHM)",-0.000946975943312435,0.95,-0.0178563599457243,0.0159629496094159,481816067438.711,"0.910032056880772","Spearman correlation",14241,"cell_type","EryP"
"CD48","CD48 RNA (ENSG00000117091_CD48)",0.397858240956108,0.95,0.38255211615793,0.412946048598737,195680574032.022,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD62L","CD62L RNA (ENSG00000188404_SELL)",0.311300989289213,0.95,0.294904450735842,0.327514253661618,223809453051.651,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD71","CD71 RNA (ENSG00000072274_TFRC)",0.117937435541977,0.95,0.100096599395315,0.135702458326089,286647631314.209,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD36","CD36 RNA (ENSG00000135218_CD36)",0.00893594893239097,0.95,-0.00911948797942574,0.0269855610413716,322070309030.459,"0.317935348945263","Spearman correlation",12493,"cell_type","NeuP"
"CD32","CD32 RNA (ENSG00000143226_FCGR2A)",0.148380663188831,0.95,0.13067676219045,0.165989965081721,276754365863.258,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD9","CD9 RNA (ENSG00000010278_CD9)",0.306582323051136,0.95,0.290134258256468,0.322849309164368,225342898132.089,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"FceRIa","FceRIa RNA (ENSG00000179639_FCER1A)",0.00219240691109503,0.95,-0.0158621866113163,0.0202455712292665,324261786625.09,"0.806436550525456","Spearman correlation",12493,"cell_type","NeuP"
"CD41","CD41 RNA (ENSG00000005961_ITGA2B)",-0.00854333914668765,0.95,-0.0265932030514878,0.00951209368066189,327750627782.004,"0.339664309445267","Spearman correlation",12493,"cell_type","NeuP"
"HLA-A-B-C","HLA-A-B-C RNA (ENSG00000206503_HLA-A)",0.166231782289095,0.95,0.148623858053042,0.183734334966962,270953211599.85,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD38","CD38 RNA (ENSG00000004468_CD38)",0.35223958212692,0.95,0.33632441145732,0.367953612543601,210505464038.721,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD52","CD52 RNA (ENSG00000169442_CD52)",0.202213795034221,0.95,0.184834616356059,0.219466540836123,259259983546.752,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD82","CD82 RNA (ENSG00000085117_CD82)",0.174240366672808,0.95,0.15667927162395,0.191691323274488,268350627796.532,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"HLA-DR","HLA-DR RNA (ENSG00000204287_HLA-DRA)",0.420470792589921,0.95,0.405495006523495,0.43522092430213,188332076742.846,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD13","CD13 RNA (ENSG00000166825_ANPEP)",0.0355197996210577,0.95,0.0174770415090789,0.0535394318870085,313431241759.988,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD44","CD44 RNA (ENSG00000026508_CD44)",0.0624491222115064,0.95,0.0444452665477068,0.0804124265457982,304679905013.041,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD11a","CD11a RNA (ENSG00000005844_ITGAL)",0.181058360321538,0.95,0.163538974353122,0.198463583977868,266134955339.188,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD31","CD31 RNA (ENSG00000261371_PECAM1)",0.110017933742394,0.95,0.0921469959634378,0.12781801959399,289221265570.453,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD123","CD123 RNA (ENSG00000185291_IL3RA)",0.205816866262383,0.95,0.188463194132953,0.223042049911659,258089078131.847,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD63","CD63 RNA (ENSG00000135404_CD63)",0.0400833692334694,0.95,0.0220453569886001,0.0580952934453376,311948199091.083,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD33","CD33 RNA (ENSG00000105383_CD33)",0.104728220918697,0.95,0.0868384458819726,0.122550473093377,290940286093.874,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD45","CD45 RNA (ENSG00000081237_PTPRC)",0.0724949236923636,0.95,0.0545123048632298,0.0904305319964395,301415278086.14,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD81","CD81 RNA (ENSG00000110651_CD81)",0.11600477783459,0.95,0.0981563856242916,0.133778564866424,287275695327.224,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD162","CD162 RNA (ENSG00000110876_SELPLG)",0.13478743230968,0.95,0.117018224364722,0.152470369314906,281171816042.441,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"KLRG1","KLRG1 RNA (ENSG00000139187_KLRG1)",0.138293206834597,0.95,0.120540198796961,0.155957786336078,280032529551.911,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD112","CD112 RNA (ENSG00000130202_NECTIN2)",0.151798606849094,0.95,0.134112184583532,0.169388352418951,275643622143.189,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"integrinB7","integrinB7 RNA (ENSG00000139626_ITGB7)",0.092334495599272,0.95,0.0744045626178549,0.110204749532567,294967927838.488,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD18","CD18 RNA (ENSG00000160255_ITGB2)",0.0961587265989462,0.95,0.0782405902188731,0.114014757366754,293725151189.953,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD49b","CD49b RNA (ENSG00000164171_ITGA2)",0.142191667533717,0.95,0.124457198860645,0.159835316210906,278765630161.548,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD26","CD26 RNA (ENSG00000197635_DPP4)",0.0257911115884577,0.95,0.00774075025720254,0.0438246710971409,316592814977.93,"0.00394010620430995","Spearman correlation",12493,"cell_type","NeuP"
"CD224","CD224 RNA (ENSG00000100031_GGT1)",0.131421805024987,0.95,0.113637465235436,0.14912195131533,282265558286.946,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD35","CD35 RNA (ENSG00000203710_CR1)",0.0416228604499874,0.95,0.023586619125332,0.0596320151844519,311447904068.456,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD47","CD47 RNA (ENSG00000196776_CD47)",0.106742892835052,0.95,0.0888601724923853,0.124556821005413,290285569573.79,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD49f","CD49f RNA (ENSG00000091409_ITGA6)",0.210546231860017,0.95,0.193226758670088,0.227734534285068,256552156034.927,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD4","CD4 RNA (ENSG00000010610_CD4)",0.100731945182169,0.95,0.0828286125436414,0.118570277632538,292238972853.875,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD62P","CD62P RNA (ENSG00000174175_SELP)",-0.00308002454892898,0.95,-0.021132815094784,0.0149747738192549,325975191150.098,"0.730675466460095","Spearman correlation",12493,"cell_type","NeuP"
"CD49d","CD49d RNA (ENSG00000115232_ITGA4)",0.101320369878333,0.95,0.083418997113037,0.119156370607823,292047749972.236,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD244","CD244 RNA (ENSG00000122223_CD244)",0.102207284665454,0.95,0.0843088897040588,0.120039747375759,291759525493.44,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD72","CD72 RNA (ENSG00000137101_CD72)",0.0889868963525418,0.95,0.071047072519009,0.106869169609517,296055811434.652,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD86","CD86 RNA (ENSG00000114013_CD86)",0.0895898842941546,0.95,0.0716518120396116,0.107470022287983,295859855873.064,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD39","CD39 RNA (ENSG00000138185_ENTPD1)",0.0497907322869184,0.95,0.0317653211037456,0.0677837657636424,308793555942.512,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD95","CD95 RNA (ENSG00000026103_FAS)",0.0612154604104985,0.95,0.0432092488157142,0.0791819156678326,305080813346.928,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD142","CD142 RNA (ENSG00000117525_F3)",0.0402365956695591,0.95,0.0221987558432968,0.0582482480589756,311898404443.028,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD22","CD22 RNA (ENSG00000012124_CD22)",0.0171150519662359,0.95,-0.000939203913730263,0.0351581539589652,319412311054.582,"0.0557565271134668","Spearman correlation",12493,"cell_type","NeuP"
"CD103","CD103 RNA (ENSG00000083457_ITGAE)",0.0237432301088337,0.95,0.00569170424064197,0.0417792866933714,317258323751.344,"0.00795582087461369","Spearman correlation",12493,"cell_type","NeuP"
"CD54","CD54 RNA (ENSG00000090339_ICAM1)",0.0668893592082778,0.95,0.0488944393518033,0.0848408695016614,303236942269.938,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD40","CD40 RNA (ENSG00000101017_CD40)",0.00340264147975234,0.95,-0.0146522242946308,0.0214552891272511,323868491538.756,"0.703735061073996","Spearman correlation",12493,"cell_type","NeuP"
"CD64","CD64 RNA (ENSG00000150337_FCGR1A)",0.0310065907273607,0.95,0.0129598798924024,0.0490331080604973,314897918491.473,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD11c","CD11c RNA (ENSG00000140678_ITGAX)",0.0285544427909351,0.95,0.0105058931276643,0.0465843932322824,315694803458.516,"0.00141329893021832","Spearman correlation",12493,"cell_type","NeuP"
"CD105","CD105 RNA (ENSG00000106991_ENG)",0.0296757747964419,0.95,0.0116280390265828,0.0477041822163133,315330399417.072,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD155","CD155 RNA (ENSG00000073008_PVR)",0.0742750499127159,0.95,0.056296575652776,0.0922053719418628,300836782880.624,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD7","CD7 RNA (ENSG00000173762_CD7)",0.0561254479992485,0.95,0.0381100987924836,0.0741043247279851,306734936376.105,"< 0.001","Spearman correlation",12493,"cell_type","NeuP"
"CD223","CD223 RNA (ENSG00000089692_LAG3)",0.00903912032670971,0.95,-0.00901631673482847,0.0270886653451649,322036780982.685,"0.312379883884236","Spearman correlation",12493,"cell_type","NeuP"
"CD101","CD101 RNA (ENSG00000134256_CD101)",0.0263642747864438,0.95,0.0083142665375699,0.0443971083346733,316406551690.404,"0.00320865494252668","Spearman correlation",12493,"cell_type","NeuP"
"CD42b","CD42b RNA (ENSG00000185245_GP1BA)",0.00357911954421204,0.95,-0.0144757815127902,0.0216316874340111,323811140709.921,"0.689151418168477","Spearman correlation",12493,"cell_type","NeuP"
"CD304","CD304 RNA (ENSG00000099250_NRP1)",0.0193734446996097,0.95,0.00131994070091073,0.0374143240558788,318678391541.745,"0.0303573008291089","Spearman correlation",12493,"cell_type","NeuP"
"CD127","CD127 RNA (ENSG00000168685_IL7R)",0.0191402160425183,0.95,0.00108662586241232,0.0371813334508515,318754184852.564,"0.0324094507371237","Spearman correlation",12493,"cell_type","NeuP"
